DOLNOŚLĄSKIE,Jelenia Góra,D,J
DOLNOŚLĄSKIE,Legnica,D,L
DOLNOŚLĄSKIE,Wałbrzych,D,B
DOLNOŚLĄSKIE,Wrocław,D,W
DOLNOŚLĄSKIE,Bolesławiecki,D,BL
DOLNOŚLĄSKIE,Dzierżoniowski,D,DZ
DOLNOŚLĄSKIE,Głogowski,D,GL
DOLNOŚLĄSKIE,Górowski,D,GR
DOLNOŚLĄSKIE,Jaworski,D,JA
DOLNOŚLĄSKIE,Jeleniogórski,D,JE
DOLNOŚLĄSKIE,Kamiennogórski,D,KA
DOLNOŚLĄSKIE,Kłodzki,D,KL
DOLNOŚLĄSKIE,Legnicki,D,LE
DOLNOŚLĄSKIE,Lubański,D,LB
DOLNOŚLĄSKIE,Lubiński,D,LU
DOLNOŚLĄSKIE,Lwówecki,D,LW
DOLNOŚLĄSKIE,Milicki,D,MI
DOLNOŚLĄSKIE,Oleśnicki,D,OL
DOLNOŚLĄSKIE,Oławski,D,OA
DOLNOŚLĄSKIE,Polkowicki,D,PL
DOLNOŚLĄSKIE,Strzeliński,D,ST
DOLNOŚLĄSKIE,Średzki,D,SR
DOLNOŚLĄSKIE,Świdnicki,D,SW
DOLNOŚLĄSKIE,Trzebnicki,D,TR
DOLNOŚLĄSKIE,Wałbrzyski,D,BA
DOLNOŚLĄSKIE,Wołowski,D,WL
DOLNOŚLĄSKIE,Wrocławski,D,WR
DOLNOŚLĄSKIE,Ząbkowicki,D,ZA
DOLNOŚLĄSKIE,Zgorzelecki,D,ZG
DOLNOŚLĄSKIE,Złotoryjski,D,ZL
KUJAWSKO-POMORSKIE,Bydgoszcz,C,B
KUJAWSKO-POMORSKIE,Grudziądz,C,G
KUJAWSKO-POMORSKIE,Toruń,C,T
KUJAWSKO-POMORSKIE,Włocławek,C,W
KUJAWSKO-POMORSKIE,Aleksandrowski,C,AL
KUJAWSKO-POMORSKIE,Brodnicki,C,BR
KUJAWSKO-POMORSKIE,Bydgoski,C,BY
KUJAWSKO-POMORSKIE,Chełmiński,C,CH
KUJAWSKO-POMORSKIE,Golubsko-dobrzyński,C,GD
KUJAWSKO-POMORSKIE,Grudziądzki,C,GR
KUJAWSKO-POMORSKIE,Inowrocławski,C,IN
KUJAWSKO-POMORSKIE,Lipnowski,C,LI
KUJAWSKO-POMORSKIE,Mogileński,C,MG
KUJAWSKO-POMORSKIE,Nakielski,C,NA
KUJAWSKO-POMORSKIE,Radziejowski,C,RA
KUJAWSKO-POMORSKIE,Rypiński,C,RY
KUJAWSKO-POMORSKIE,Sępoleński,C,SE
KUJAWSKO-POMORSKIE,Świecki,C,SW
KUJAWSKO-POMORSKIE,Toruński,C,TR
KUJAWSKO-POMORSKIE,Tucholski,C,TU
KUJAWSKO-POMORSKIE,Wąbrzeski,C,WA
KUJAWSKO-POMORSKIE,Włocławski,C,WL
KUJAWSKO-POMORSKIE,Żniński,C,ZN
LUBELSKIE,Biała Podlaska,L,B
LUBELSKIE,Chełm,L,C
LUBELSKIE,Lublin,L,U
LUBELSKIE,Zamość,L,Z
LUBELSKIE,Bialski,L,BI
LUBELSKIE,Biłgorajski,L,BL
LUBELSKIE,Chełmski,L,CH
LUBELSKIE,Hrubieszowski,L,HR
LUBELSKIE,Janowski,L,JA
LUBELSKIE,Krasnostawski,L,KS
LUBELSKIE,Kraśnicki,L,KR
LUBELSKIE,Lubartowski,L,LB
LUBELSKIE,Lubelski,L,UB
LUBELSKIE,Łęczyński,L,LE
LUBELSKIE,Łukowski,L,LU
LUBELSKIE,Opolski,L,OP
LUBELSKIE,Parczewski,L,PA
LUBELSKIE,Puławski,L,PU
LUBELSKIE,Radzyński,L,RA
LUBELSKIE,Rycki,L,RY
LUBELSKIE,Świdnicki,L,SW
LUBELSKIE,Tomaszowski,L,TM
LUBELSKIE,Włodawski,L,WL
LUBELSKIE,Zamojski,L,ZA
LUBUSKIE,Gorzów Wielkopolski,F,G
LUBUSKIE,Zielona Góra,F,Z
LUBUSKIE,Gorzowski,F,GW
LUBUSKIE,Krośnieński,F,KR
LUBUSKIE,Międzyrzecki,F,MI
LUBUSKIE,Nowosolski,F,NW
LUBUSKIE,Słubicki,F,SL
LUBUSKIE,Strzelecko-drezdenecki,F,SD
LUBUSKIE,Sulęciński,F,SU
LUBUSKIE,Świebodziński,F,SW
LUBUSKIE,Wschowski,F,WS
LUBUSKIE,Zielonogórski,F,ZI
LUBUSKIE,Żagański,F,ZG
LUBUSKIE,Żarski,F,ZA
ŁÓDZKIE,Łódź,E,L
ŁÓDZKIE,Piotrków Trybunalski,E,P
ŁÓDZKIE,Skierniewice,E,S
ŁÓDZKIE,Brzeziński,E,BR
ŁÓDZKIE,Bełchatowski,E,BE
ŁÓDZKIE,Kutnowski,E,KU
ŁÓDZKIE,Łaski,E,LA
ŁÓDZKIE,Łęczycki,E,LE
ŁÓDZKIE,Łowicki,E,LC
ŁÓDZKIE,Łódzki wschodni,E,LW
ŁÓDZKIE,Opoczyński,E,OP
ŁÓDZKIE,Pabianicki,E,PA
ŁÓDZKIE,Pajęczański,E,PJ
ŁÓDZKIE,Piotrkowski,E,PI
ŁÓDZKIE,Poddębicki,E,PD
ŁÓDZKIE,Radomszczański,E,RA
ŁÓDZKIE,Rawski,E,RW
ŁÓDZKIE,Sieradzki,E,SI
ŁÓDZKIE,Skierniewicki,E,SK
ŁÓDZKIE,Tomaszowski,E,TM
ŁÓDZKIE,Wieluński,E,WI
ŁÓDZKIE,Wieruszowski,E,WE
ŁÓDZKIE,Zduńskowolski,E,ZD
ŁÓDZKIE,Zgierski,E,ZG
MAŁOPOLSKIE,Kraków,K,R
MAŁOPOLSKIE,Nowy Sącz,K,N
MAŁOPOLSKIE,Tarnów,K,T
MAŁOPOLSKIE,Bocheński,K,BC
MAŁOPOLSKIE,Brzeski,K,BR
MAŁOPOLSKIE,Chrzanowski,K,CH
MAŁOPOLSKIE,Dąbrowski,K,DA
MAŁOPOLSKIE,Gorlicki,K,GR
MAŁOPOLSKIE,Krakowski,K,RA
MAŁOPOLSKIE,Limanowski,K,LI
MAŁOPOLSKIE,Miechowski,K,MI
MAŁOPOLSKIE,Myślenicki,K,MY
MAŁOPOLSKIE,Nowosądecki,K,NS
MAŁOPOLSKIE,Nowotarski,K,NT
MAŁOPOLSKIE,Olkuski,K,OL
MAŁOPOLSKIE,Oświęcimski,K,OS
MAŁOPOLSKIE,Proszowicki,K,PR
MAŁOPOLSKIE,Suski,K,SU
MAŁOPOLSKIE,Tarnowski,K,TA
MAŁOPOLSKIE,Tatrzański,K,TT
MAŁOPOLSKIE,Wadowicki,K,WA
MAŁOPOLSKIE,Wielicki,K,WI
MAZOWIECKIE,Ostrołęka,W,O
MAZOWIECKIE,Płock,W,P
MAZOWIECKIE,Radom,W,R
MAZOWIECKIE,Siedlce,W,S
MAZOWIECKIE,Białobrzeski,W,BR
MAZOWIECKIE,Ciechanowski,W,CI
MAZOWIECKIE,Garwoliński,W,G
MAZOWIECKIE,Gostyniński,W,GS
MAZOWIECKIE,Grodziski,W,GM
MAZOWIECKIE,Grójecki,W,GR
MAZOWIECKIE,Kozienicki,W,KZ
MAZOWIECKIE,Legionowski,W,L
MAZOWIECKIE,Lipski,W,LI
MAZOWIECKIE,Łosicki,W,LS
MAZOWIECKIE,Makowski,W,MA
MAZOWIECKIE,Miński,W,M
MAZOWIECKIE,Mławski,W,ML
MAZOWIECKIE,Nowodworski,W,ND
MAZOWIECKIE,Ostrołęcki,W,OS
MAZOWIECKIE,Ostrowski,W,OR
MAZOWIECKIE,Otwocki,W,OT
MAZOWIECKIE,Piaseczyński,W,PI
MAZOWIECKIE,Płocki,W,PL
MAZOWIECKIE,Płoński,W,PN
MAZOWIECKIE,Pruszkowski,W,PR
MAZOWIECKIE,Przasnyski,W,PZ
MAZOWIECKIE,Przysuski,W,PY
MAZOWIECKIE,Pułtuski,W,PU
MAZOWIECKIE,Radomski,W,RA
MAZOWIECKIE,Siedlecki,W,SI
MAZOWIECKIE,Sierpecki,W,SE
MAZOWIECKIE,Sochaczewski,W,SC
MAZOWIECKIE,Sokołowski,W,SK
MAZOWIECKIE,Szydłowiecki,W,SZ
MAZOWIECKIE,Warszawski,W,A
MAZOWIECKIE,Warszawski,W,B
MAZOWIECKIE,Warszawski,W,D
MAZOWIECKIE,Warszawski,W,E
MAZOWIECKIE,Warszawski,W,F
MAZOWIECKIE,Warszawski,W, H
MAZOWIECKIE,Warszawski,W,I
MAZOWIECKIE,Warszawski,W,J
MAZOWIECKIE,Warszawski,W,K
MAZOWIECKIE,Warszawski,W,N
MAZOWIECKIE,Warszawski,W,T
MAZOWIECKIE,Warszawski,W,U
MAZOWIECKIE,Warszawski,W,W
MAZOWIECKIE,Warszawski,W,X
MAZOWIECKIE,Warszawski,W,Y
MAZOWIECKIE,Warszawski zachodni,W,Z
MAZOWIECKIE,Węgrowski,W,WE
MAZOWIECKIE,Wołomiński,W,WL
MAZOWIECKIE,Wyszkowski,W,WY
MAZOWIECKIE,Zwoleński,W,ZW
MAZOWIECKIE,Żuromiński,W,ZU
MAZOWIECKIE,Żyrardowski,W,ZY
OPOLSKIE,Opole,O,P
OPOLSKIE,Brzeski,O,B
OPOLSKIE,Głubczycki,O,GL
OPOLSKIE,Kędzierzyńsko-kozielski,O,K
OPOLSKIE,Kluczborski,O,KL
OPOLSKIE,Krapkowicki,O,KR
OPOLSKIE,Namysłowski,O,NA
OPOLSKIE,Nyski,O,NY
OPOLSKIE,Oleski,O,OL
OPOLSKIE,Opolski,O,PO
OPOLSKIE,Prudnicki,O,PR
OPOLSKIE,Strzelecki,O,ST
PODKARPACKIE,Krosno,R,K
PODKARPACKIE,Przemyśl,R,P
PODKARPACKIE,Rzeszów,R,Z
PODKARPACKIE,Tarnobrzeg,R,T
PODKARPACKIE,Bieszczadzki,R,BI
PODKARPACKIE,Brzozowski,R,BR
PODKARPACKIE,Dębicki,R,DE
PODKARPACKIE,Jarosławski,R,JA
PODKARPACKIE,Jasielski,R,JS
PODKARPACKIE,Kolbuszowski,R,KL
PODKARPACKIE,Krośnieński,R,KR
PODKARPACKIE,Leski,R,LS
PODKARPACKIE,Leżajski,R,LE
PODKARPACKIE,Lubaczowski,R,LU
PODKARPACKIE,Łańcucki,R,LA
PODKARPACKIE,Mielecki,R,MI
PODKARPACKIE,Niżański,R,NI
PODKARPACKIE,Przemyski,R,PR
PODKARPACKIE,Przeworski,R,PZ
PODKARPACKIE,Ropczycko-sędziszowski,R,RS
PODKARPACKIE,Rzeszowski,R,ZE
PODKARPACKIE,Sanocki,R,SA
PODKARPACKIE,Stalowowolski,R,ST
PODKARPACKIE,Strzyżowski,R,SR
PODKARPACKIE,Tarnobrzeski,R,TA
PODLASKIE,Białystok,B,I
PODLASKIE,Łomża,B,L
PODLASKIE,Suwałki,B,S
PODLASKIE,Augustowski,B,AU
PODLASKIE,Białostocki,B,IA
PODLASKIE,Bielski,B,BI
PODLASKIE,Grajewski,B,GR
PODLASKIE,Hajnowski,B,HA
PODLASKIE,Kolneński,B,KL
PODLASKIE,Łomżyński,B,LM
PODLASKIE,Moniecki,B,MN
PODLASKIE,Sejneński,B,SE
PODLASKIE,Siemiatycki,B,SI
PODLASKIE,Sokólski,B,SK
PODLASKIE,Suwalski,B,SU
PODLASKIE,Wysokomazowiecki,B,WM
PODLASKIE,Zambrowski,B,ZA
POMORSKIE,Gdańsk,G,D
POMORSKIE,Gdynia,G,A
POMORSKIE,Słupsk,G,S
POMORSKIE,Sopot,G,SP
POMORSKIE,Bytowski,G,BY
POMORSKIE,Chojnicki,G,CH
POMORSKIE,Człuchowski,G,CZ
POMORSKIE,Gdański,G,DA
POMORSKIE,Kartuski,G,KA
POMORSKIE,Kościerski,G,KS
POMORSKIE,Kwidzyński,G,KW
POMORSKIE,Lęborski,G,LE
POMORSKIE,Malborski,G,MB
POMORSKIE,Nowodworski,G,ND
POMORSKIE,Pucki,G,PU
POMORSKIE,Słupski,G,SL
POMORSKIE,Starogardzki,G,ST
POMORSKIE,Sztumski,G,SZ
POMORSKIE,Tczewski,G,TC
POMORSKIE,Wejherowski,G,WE
ŚLĄSKIE,Bielsko-Biała,S,B
ŚLĄSKIE,Bytom,S,Y
ŚLĄSKIE,Chorzów,S,H
ŚLĄSKIE,Częstochowa,S,C
ŚLĄSKIE,Dąbrowa Górnicza,S,D
ŚLĄSKIE,Gliwice,S,G
ŚLĄSKIE,Jastrzębie-Zdrój,S,JZ
ŚLĄSKIE,Jaworzno,S,J
ŚLĄSKIE,Katowice,S,K
ŚLĄSKIE,Mysłowice,S,M
ŚLĄSKIE,Piekary Śląskie,S,PI
ŚLĄSKIE,Ruda Śląska,S,RS
ŚLĄSKIE,Ruda Śląska,S,L
ŚLĄSKIE,Rybnik,S,R
ŚLĄSKIE,Siemianowice Śląskie,S,I
ŚLĄSKIE,Sosnowiec,S,O
ŚLĄSKIE,Świętochłowice,S,W
ŚLĄSKIE,Tychy,S,T
ŚLĄSKIE,Zabrze,S,Z
ŚLĄSKIE,Żory,S,ZO
ŚLĄSKIE,Będziński,S,BE
ŚLĄSKIE,Bielski,S,BI
ŚLĄSKIE,Cieszyński,S,CI
ŚLĄSKIE,Częstochowski,S,CZ
ŚLĄSKIE,Gliwicki,S,GL
ŚLĄSKIE,Kłobucki,S,KL
ŚLĄSKIE,Lubliniecki,S,LU
ŚLĄSKIE,Mikołowski,S,MI
ŚLĄSKIE,Myszkowski,S,MY
ŚLĄSKIE,Pszczyński,S,PS
ŚLĄSKIE,Raciborski,S,RC
ŚLĄSKIE,Rybnicki,S,RB
ŚLĄSKIE,Tarnogórski,S,TA
ŚLĄSKIE,Bieruńsko - lędziński,S,BL
ŚLĄSKIE,Wodzisławski,S,WD
ŚLĄSKIE,Zawierciański,S,ZA
ŚLĄSKIE,Żywiecki,S,ZY
ŚWIĘTOKRZYSKIE,Kielce,T,K
ŚWIĘTOKRZYSKIE,Buski,T,BU
ŚWIĘTOKRZYSKIE,Jędrzejowski,T,JE
ŚWIĘTOKRZYSKIE,Kazimierski,T,KA
ŚWIĘTOKRZYSKIE,Kielecki,T,KI
ŚWIĘTOKRZYSKIE,Konecki,T,KN
ŚWIĘTOKRZYSKIE,Opatowski,T,OP
ŚWIĘTOKRZYSKIE,Ostrowiecki,T,OS
ŚWIĘTOKRZYSKIE,Pińczowski,T,PI
ŚWIĘTOKRZYSKIE,Sandomierski,T,SA
ŚWIĘTOKRZYSKIE,Skarżyski,T,SK
ŚWIĘTOKRZYSKIE,Starachowicki,T,ST
ŚWIĘTOKRZYSKIE,Staszowski,T,SZ
ŚWIĘTOKRZYSKIE,Włoszczowski,T,LW
WARMIŃSKO-MAZURSKIE,Elbląg,N,E
WARMIŃSKO-MAZURSKIE,Olsztyn,N,O
WARMIŃSKO-MAZURSKIE,Bartoszycki,N,BA
WARMIŃSKO-MAZURSKIE,Braniewski,N,BR
WARMIŃSKO-MAZURSKIE,Działdowski,N,DZ
WARMIŃSKO-MAZURSKIE,Elbląski,N,EB
WARMIŃSKO-MAZURSKIE,Ełcki,N,EL
WARMIŃSKO-MAZURSKIE,Giżycki,N,GI
WARMIŃSKO-MAZURSKIE,Iławski,N,IL
WARMIŃSKO-MAZURSKIE,Kętrzyński,N,KE
WARMIŃSKO-MAZURSKIE,Lidzbarski,N,LI
WARMIŃSKO-MAZURSKIE,Mrągowski,N,MR
WARMIŃSKO-MAZURSKIE,Nidzicki,N,NI
WARMIŃSKO-MAZURSKIE,Nowomiejski,N,NM
WARMIŃSKO-MAZURSKIE,Olecki,N,OE
WARMIŃSKO-MAZURSKIE,Gołdapski,N,GO
WARMIŃSKO-MAZURSKIE,Olsztyński,N,OL
WARMIŃSKO-MAZURSKIE,Ostródzki,N,OS
WARMIŃSKO-MAZURSKIE,Piski,N,PI
WARMIŃSKO-MAZURSKIE,Szczycieński,N,SZ
WARMIŃSKO-MAZURSKIE,Węgorzewski,N,WE
WIELKOPOLSKIE,Kalisz,P,K
WIELKOPOLSKIE,Konin,P,KO
WIELKOPOLSKIE,Konin,P,N
WIELKOPOLSKIE,Leszno,P,L
WIELKOPOLSKIE,Poznań,P,O
WIELKOPOLSKIE,Chodzieski,P,CH
WIELKOPOLSKIE,Czarnkowsko-trzcianecki,P,CT
WIELKOPOLSKIE,Gnieźnieński,P,GN
WIELKOPOLSKIE,Gostyński,P,GS
WIELKOPOLSKIE,Grodziski,P,GO
WIELKOPOLSKIE,Jarociński,P,JA
WIELKOPOLSKIE,Kaliski,P,KA
WIELKOPOLSKIE,Kępiński,P,KE
WIELKOPOLSKIE,Kolski,P,KL
WIELKOPOLSKIE,Koniński,P,KN
WIELKOPOLSKIE,Kościański,P,KS
WIELKOPOLSKIE,Krotoszyński,P,KR
WIELKOPOLSKIE,Leszczyński,P,LE
WIELKOPOLSKIE,Międzychodzki,P,MI
WIELKOPOLSKIE,Nowotomyski,P,NT
WIELKOPOLSKIE,Obornicki,P,OB
WIELKOPOLSKIE,Ostrowski,P,OS
WIELKOPOLSKIE,Ostrzeszowski,P,OT
WIELKOPOLSKIE,Pilski,P,P
WIELKOPOLSKIE,Pleszewski,P,PL
WIELKOPOLSKIE,Poznański,P,Z
WIELKOPOLSKIE,Poznański,P,OZ
WIELKOPOLSKIE,Rawicki,P,RA
WIELKOPOLSKIE,Słupecki,P,SL
WIELKOPOLSKIE,Szamotulski,P,SZ
WIELKOPOLSKIE,Średzki,P,SR
WIELKOPOLSKIE,Śremski,P,SE
WIELKOPOLSKIE,Turecki,P,TU
WIELKOPOLSKIE,Wągrowiecki,P,WA
WIELKOPOLSKIE,Wolsztyński,P,WL
WIELKOPOLSKIE,Wrzesiński,P,WR
WIELKOPOLSKIE,Złotowski,P,ZL
ZACHODNIO-POMORSKIE,Koszalin,Z,K
ZACHODNIO-POMORSKIE,Szczecin,Z,S
ZACHODNIO-POMORSKIE,Świnoujście,Z,SW
ZACHODNIO-POMORSKIE,Białogardzki,Z,BI
ZACHODNIO-POMORSKIE,Choszczeński,Z,CH
ZACHODNIO-POMORSKIE,Drawski,Z,DR
ZACHODNIO-POMORSKIE,Goleniowski,Z,GL
ZACHODNIO-POMORSKIE,Gryficki,Z,GY
ZACHODNIO-POMORSKIE,Gryfiński,Z,GR
ZACHODNIO-POMORSKIE,Kamieński,Z,KA
ZACHODNIO-POMORSKIE,Kołobrzeski,Z,KL
ZACHODNIO-POMORSKIE,Koszaliński,Z,KO
ZACHODNIO-POMORSKIE,Łobeski,Z,LO
ZACHODNIO-POMORSKIE,Myśliborski,Z,MY
ZACHODNIO-POMORSKIE,Policki,Z,PL
ZACHODNIO-POMORSKIE,Pyrzycki,Z,PY
ZACHODNIO-POMORSKIE,Sławieński,Z,SL
ZACHODNIO-POMORSKIE,Stargardzki,Z,ST
ZACHODNIO-POMORSKIE,Szczecinecki,Z,SZ
ZACHODNIO-POMORSKIE,Świdwiński,Z,SD
ZACHODNIO-POMORSKIE,Wałecki,Z,WA